kaba	kab'a
krudecon	krud'ec'o'n
krudfero	krud'fer'o
krudmaterialo	krud'material'o
krudmaterialoj	krud'material'o'j
krudmaterialojn	krud'material'o'j'n
krudmaterialon	krud'material'o'n
krudulo	krud'ul'o
krudvaro	krud'var'o
krudvaroj	krud'var'o'j
krudvarojn	krud'var'o'j'n
krudvaron	krud'var'o'n
kruela	kruel'a
kruelaj	kruel'a'j
kruelajn	kruel'a'j'n
kruelan	kruel'a'n
kruelas	kruel'as
kruele	kruel'e
kruelo	kruel'o
kruelon	kruel'o'n
kruelaĵo	kruel'aĵ'o
kruelaĵoj	kruel'aĵ'o'j
kruelaĵojn	kruel'aĵ'o'j'n
krueleco	kruel'ec'o
kruelecon	kruel'ec'o'n
kruelega	kruel'eg'a
kruelegaj	kruel'eg'a'j
kruelege	kruel'eg'e
kruelulo	kruel'ul'o
kruro	krur'o
kruroj	krur'o'j
krurojn	krur'o'j'n
kruron	krur'o'n
kruretoj	krur'et'o'j
krurumoj	krur'um'o'j
krustan	krust'a'n
krusto	krust'o
krustoj	krust'o'j
kruston	krust'o'n
krusteca	krust'ec'a
krustuloj	krust'ul'o'j
krustulojn	krust'ul'o'j'n
kruta	krut'a
krutaj	krut'a'j
krutajn	krut'a'j'n
krutan	krut'a'n
krute	krut'e
krutaĵo	krut'aĵ'o
krutaĵoj	krut'aĵ'o'j
krutaĵon	krut'aĵ'o'n
kruteco	krut'ec'o
ksavero	ksaver'o
ksenofobia	ksenofob'i'a
ksenofobiaj	ksenofob'i'a'j
ksenofobio	ksenofob'i'o
ksenofobion	ksenofob'i'o'n
ksenofono	ksenofon'o
ksenono	ksenon'o
ksilografio	ksilograf'i'o
ksilografiaĵo	ksilograf'i'aĵ'o
ksilografiaĵoj	ksilograf'i'aĵ'o'j
kuba	kub'a
kubaj	kub'a'j
kubajn	kub'a'j'n
kuban	kub'a'n
kubo	kub'o
kuboj	kub'o'j
kubojn	kub'o'j'n
kubon	kub'o'n
kubano	kub'an'o
kubanoj	kub'an'o'j
kubisma	kub'ism'a
kubismo	kub'ism'o
kubute	kubut'e
kubuto	kubut'o
kubutoj	kubut'o'j
kubutojn	kubut'o'j'n
kubuton	kubut'o'n
kudras	kudr'as
kudri	kudr'i
kudris	kudr'is
kudrado	kudr'ad'o
kudradon	kudr'ad'o'n
kudrante	kudr'ant'e
kudrero	kudr'er'o
kudreroj	kudr'er'o'j
kudrerojn	kudr'er'o'j'n
kudrilo	kudr'il'o
kudriloj	kudr'il'o'j
kudrilon	kudr'il'o'n
kudristino	kudr'ist'in'o
kudrita	kudr'it'a
kudritaj	kudr'it'a'j
kudromaŝino	kudr'o'maŝin'o
kudromaŝinoj	kudr'o'maŝin'o'j
kufo	kuf'o
kufon	kuf'o'n
kufovestita	kuf'o'vest'it'a
kuglo	kugl'o
kugloj	kugl'o'j
kuglojn	kugl'o'j'n
kuglon	kugl'o'n
kuglego	kugl'eg'o
kuira	kuir'a
kuiras	kuir'as
kuiri	kuir'i
kuiris	kuir'is
kuiro	kuir'o
kuiros	kuir'os
kuiru	kuir'u
kuiradis	kuir'ad'is
kuirado	kuir'ad'o
kuiradon	kuir'ad'o'n
kuiraĵo	kuir'aĵ'o
kuiraĵoj	kuir'aĵ'o'j
kuiraĵon	kuir'aĵ'o'n
kuiranta	kuir'ant'a
kuirante	kuir'ant'e
kuirarta	kuir'art'a
kuirartaj	kuir'art'a'j
kuirartajn	kuir'art'a'j'n
kuirarto	kuir'art'o
kuirartoj	kuir'art'o'j
kuirartojn	kuir'art'o'j'n
kuirarton	kuir'art'o'n
kuirata	kuir'at'a
kuiratan	kuir'at'a'n
kuireja	kuir'ej'a
kuirejaj	kuir'ej'a'j
kuirejan	kuir'ej'a'n
kuirejo	kuir'ej'o
kuirejoj	kuir'ej'o'j
kuirejojn	kuir'ej'o'j'n
kuirejon	kuir'ej'o'n
kuirforno	kuir'forn'o
kuirfornoj	kuir'forn'o'j
kuirilo	kuir'il'o
kuiriloj	kuir'il'o'j
kuirilojn	kuir'il'o'j'n
kuirilaro	kuir'il'ar'o
kuiristo	kuir'ist'o
kuiristoj	kuir'ist'o'j
kuiristojn	kuir'ist'o'j'n
kuiriston	kuir'ist'o'n
kuiristino	kuir'ist'in'o
kuiristinon	kuir'ist'in'o'n
kuirita	kuir'it'a
kuiritaj	kuir'it'a'j
kuiritajn	kuir'it'a'j'n
kuiritan	kuir'it'a'n
kuirite	kuir'it'e
kuirlibroj	kuir'libr'o'j
kuirmaniero	kuir'manier'o
kuiroleo	kuir'ole'o
kuirpoto	kuir'pot'o
kuirpotoj	kuir'pot'o'j
kuirpoton	kuir'pot'o'n
kuko	kuk'o
kukoj	kuk'o'j
kukojn	kuk'o'j'n
kukon	kuk'o'n
kuketo	kuk'et'o
kuketoj	kuk'et'o'j
kuketojn	kuk'et'o'j'n
kuketon	kuk'et'o'n
kuketokuiristino	kuk'et'o'kuir'ist'in'o
kukolo	kukol'o
kukoloj	kukol'o'j
kukolon	kukol'o'n
kukumo	kukum'o
kukumoj	kukum'o'j
kukumojn	kukum'o'j'n
kukumon	kukum'o'n
kukurba	kukurb'a
kukurban	kukurb'a'n
kukurbo	kukurb'o
kukurboj	kukurb'o'j
kukurbojn	kukurb'o'j'n
kukurbon	kukurb'o'n
kukurbacoj	kukurb'ac'o'j
kukurbokapo	kukurb'o'kap'o
kukurbokapon	kukurb'o'kap'o'n
kulo	kul'o
kuloj	kul'o'j
kulojn	kul'o'j'n
kuledo	kul'ed'o
kulakoj	kulak'o'j
kulero	kuler'o
kuleroj	kuler'o'j
kulerojn	kuler'o'j'n
kuleron	kuler'o'n
kulereto	kuler'et'o
kulioj	kuli'o'j
kulinara	kulinar'a
kulinaraj	kulinar'a'j
kuliso	kulis'o
kulisoj	kulis'o'j
kulisojn	kulis'o'j'n
kulmina	kulmin'a
kulminas	kulmin'as
kulmine	kulmin'e
kulminis	kulmin'is
kulmino	kulmin'o
kulminoj	kulmin'o'j
kulminon	kulmin'o'n
kulminaĵo	kulmin'aĵ'o
kulminaĵoj	kulmin'aĵ'o'j
kulminaĵojn	kulmin'aĵ'o'j'n
kulminante	kulmin'ant'e
kulombo	kulomb'o
kulpa	kulp'a
kulpaj	kulp'a'j
kulpan	kulp'a'n
kulpas	kulp'as
kulpe	kulp'e
kulpi	kulp'i
kulpis	kulp'is
kulpo	kulp'o
kulpoj	kulp'o'j
kulpojn	kulp'o'j'n
kulpon	kulp'o'n
kulpos	kulp'os
kulpus	kulp'us
kulpanto	kulp'ant'o
kulpeco	kulp'ec'o
kulpecon	kulp'ec'o'n
kulpigas	kulp'ig'as
kulpigi	kulp'ig'i
kulpigis	kulp'ig'is
kulpigo	kulp'ig'o
kulpigoj	kulp'ig'o'j
kulpigon	kulp'ig'o'n
kulpigos	kulp'ig'os
kulpigu	kulp'ig'u
kulpigus	kulp'ig'us
kulpigado	kulp'ig'ad'o
kulpigante	kulp'ig'ant'e
kulpigita	kulp'ig'it'a
kulpigitaj	kulp'ig'it'a'j
kulpinto	kulp'int'o
kulpintoj	kulp'int'o'j
kulposento	kulp'o'sent'o
kulpulo	kulp'ul'o
kulpuloj	kulp'ul'o'j
kulpulojn	kulp'ul'o'j'n
kulpulon	kulp'ul'o'n
kulta	kult'a
kultaj	kult'a'j
kultan	kult'a'n
kultas	kult'as
kulti	kult'i
kultis	kult'is
kulto	kult'o
kultoj	kult'o'j
kulton	kult'o'n
kultado	kult'ad'o
kultadon	kult'ad'o'n
kultata	kult'at'a
kultataj	kult'at'a'j
kultejo	kult'ej'o
kultejoj	kult'ej'o'j
kultiva	kultiv'a
kultivas	kultiv'as
kultivi	kultiv'i
kultivis	kultiv'is
kultivo	kultiv'o
kultivoj	kultiv'o'j
kultivado	kultiv'ad'o
kultivadon	kultiv'ad'o'n
kultivaĵo	kultiv'aĵ'o
kultivaĵoj	kultiv'aĵ'o'j
kultivaĵojn	kultiv'aĵ'o'j'n
kultivaĵon	kultiv'aĵ'o'n
kultivaĵoproduktado	kultiv'aĵ'o'produkt'ad'o
kultivaĵorendimentoj	kultiv'aĵ'o'rendiment'o'j
kultivaĵorendimentojn	kultiv'aĵ'o'rendiment'o'j'n
kultivante	kultiv'ant'e
kultivaro	kultiv'ar'o
kultivaroj	kultiv'ar'o'j
kultivata	kultiv'at'a
kultivataj	kultiv'at'a'j
kultivciklo	kultiv'cikl'o
kultivebla	kultiv'ebl'a
kultiveblaj	kultiv'ebl'a'j
kultivejo	kultiv'ej'o
kultivejoj	kultiv'ej'o'j
kultiviĝas	kultiv'iĝ'as
kultivisto	kultiv'ist'o
kultivistoj	kultiv'ist'o'j
kultivistojn	kultiv'ist'o'j'n
kultivita	kultiv'it'a
kultivitaj	kultiv'it'a'j
kultivitajn	kultiv'it'a'j'n
kultivitan	kultiv'it'a'n
kultura	kultur'a
kulturaj	kultur'a'j
kulturajn	kultur'a'j'n
kulturan	kultur'a'n
kulturas	kultur'as
kulture	kultur'e
kulturi	kultur'i
kulturis	kultur'is
kulturo	kultur'o
kulturoj	kultur'o'j
kulturojn	kultur'o'j'n
kulturon	kultur'o'n
kulturado	kultur'ad'o
kulturadon	kultur'ad'o'n
kulturaĵo	kultur'aĵ'o
kulturaĵoj	kultur'aĵ'o'j
kulturata	kultur'at'a
kulturataj	kultur'at'a'j
kulturcentro	kultur'centr'o
kulturcentroj	kultur'centr'o'j
kulturdiferencoj	kultur'diferenc'o'j
kulturdiferencojn	kultur'diferenc'o'j'n
kulturdomo	kultur'dom'o
kulturevoluo	kultur'evolu'o
kulturformoj	kultur'form'o'j
kulturheredaĵo	kultur'hered'aĵ'o
kulturhistorio	kultur'histori'o
kulturigo	kultur'ig'o
kulturimpreso	kultur'impres'o
kulturimpresoj	kultur'impres'o'j
kulturindustrio	kultur'industri'o
kulturita	kultur'it'a
kulturitaj	kultur'it'a'j
kulturligo	kultur'lig'o
kulturlingvo	kultur'lingv'o
kulturlingvoj	kultur'lingv'o'j
kulturpalaco	kultur'palac'o
kulturplanto	kultur'plant'o
kulturplantoj	kultur'plant'o'j
kulturpomo	kultur'pom'o
kulturrelativismo	kultur'relativ'ism'o
kultursciencoj	kultur'scienc'o'j
kulturtradicioj	kultur'tradici'o'j
kulturtradiciojn	kultur'tradici'o'j'n
kulturvaloroj	kultur'valor'o'j
kulturvalorojn	kultur'valor'o'j'n
kulturvario	kultur'vari'o
kulturvarioj	kultur'vari'o'j
kulturvivo	kultur'viv'o
kumino	kumin'o
kumuluso	kumulus'o
kun	kun
kuna	kun'a
kunaj	kun'a'j
kunajn	kun'a'j'n
kunan	kun'a'n
kunas	kun'as
kune	kun'e
kuno	kun'o
kunagas	kun'ag'as
kunagi	kun'ag'i
kunagadi	kun'ag'ad'i
kunagado	kun'ag'ad'o
kunaĵo	kun'aĵ'o
kunaŭtoris	kun'aŭtor'is
kunaŭtoro	kun'aŭtor'o
kunaŭtoroj	kun'aŭtor'o'j
kunbatalanto	kun'batal'ant'o
kunbatalantoj	kun'batal'ant'o'j
kuncelebris	kun'celebr'is
kuncelebrita	kun'celebr'it'a
kuncivitanoj	kun'civit'an'o'j
kundependo	kun'de'pend'o
kundecidi	kun'decid'i
kundirektoro	kun'direktor'o
kundividas	kun'divid'as
kundividi	kun'divid'i
kundividis	kun'divid'is
kundivido	kun'divid'o
kundividu	kun'divid'u
kundividita	kun'divid'it'a
kundividitaj	kun'divid'it'a'j
kuneco	kun'ec'o
kunecoj	kun'ec'o'j
kunecon	kun'ec'o'n
kunekzistas	kun'ekzist'as
kunekzisti	kun'ekzist'i
kunekzistis	kun'ekzist'is
kunekzisto	kun'ekzist'o
kunekziston	kun'ekzist'o'n
kunekzistado	kun'ekzist'ad'o
kunekzistadon	kun'ekzist'ad'o'n
kunestas	kun'est'as
kunesti	kun'est'i
kunestis	kun'est'is
kunesto	kun'est'o
kuneston	kun'est'o'n
kunestado	kun'est'ad'o
kunestadon	kun'est'ad'o'n
kunfalas	kun'fal'as
kunfali	kun'fal'i
kunfalis	kun'fal'is
kunfaldaĵo	kun'fald'aĵ'o
kunfandas	kun'fand'as
kunfandi	kun'fand'i
kunfandis	kun'fand'is
kunfando	kun'fand'o
kunfandado	kun'fand'ad'o
kunfandante	kun'fand'ant'e
kunfandiĝas	kun'fand'iĝ'as
kunfandiĝi	kun'fand'iĝ'i
kunfandiĝis	kun'fand'iĝ'is
kunfandiĝo	kun'fand'iĝ'o
kunfandiĝon	kun'fand'iĝ'o'n
kunfandiĝos	kun'fand'iĝ'os
kunfandita	kun'fand'it'a
kunfanditaj	kun'fand'it'a'j
kunfluas	kun'flu'as
kunfluis	kun'flu'is
kunfluo	kun'flu'o
kunfluejo	kun'flu'ej'o
kunfondis	kun'fond'is
kunfondinto	kun'fond'int'o
kunfondintoj	kun'fond'int'o'j
kunformas	kun'form'as
kunfrapis	kun'frap'is
kunfrapante	kun'frap'ant'e
kunfrato	kun'frat'o
kunfratoj	kun'frat'o'j
kunfunkciebleco	kun'funkci'ebl'ec'o
kunfunkcieblecon	kun'funkci'ebl'ec'o'n
kungluitaj	kun'glu'it'a'j
kungrupiĝis	kun'grup'iĝ'is
kunĝui	kun'ĝu'i
kunhavas	kun'hav'as
kunhavi	kun'hav'i
kunhavis	kun'hav'is
kunhavante	kun'hav'ant'e
kunhavata	kun'hav'at'a
kunhavataj	kun'hav'at'a'j
kunhavigi	kun'hav'ig'i
kunhavita	kun'hav'it'a
kunhelpas	kun'help'as
kunhelpi	kun'help'i
kunhelpis	kun'help'is
kunhelpo	kun'help'o
kunhomo	kun'hom'o
kunhomoj	kun'hom'o'j
kunhomojn	kun'hom'o'j'n
kuniga	kun'ig'a
kunigaj	kun'ig'a'j
kunigas	kun'ig'as
kunigi	kun'ig'i
kunigis	kun'ig'is
kunigo	kun'ig'o
kunigoj	kun'ig'o'j
kunigojn	kun'ig'o'j'n
kunigon	kun'ig'o'n
kunigos	kun'ig'os
kunigu	kun'ig'u
kunigus	kun'ig'us
kunigado	kun'ig'ad'o
kuniganta	kun'ig'ant'a
kunigantaj	kun'ig'ant'a'j
kunigante	kun'ig'ant'e
kunigata	kun'ig'at'a
kunigataj	kun'ig'at'a'j
kuniginte	kun'ig'int'e
kunigita	kun'ig'it'a
kunigitaj	kun'ig'it'a'j
kunigitajn	kun'ig'it'a'j'n
kuniĝas	kun'iĝ'as
kuniĝi	kun'iĝ'i
kuniĝis	kun'iĝ'is
kuniĝo	kun'iĝ'o
kuniĝoj	kun'iĝ'o'j
kuniĝon	kun'iĝ'o'n
kuniĝos	kun'iĝ'os
kuniĝu	kun'iĝ'u
kuniĝus	kun'iĝ'us
kuniĝado	kun'iĝ'ad'o
kuniĝanta	kun'iĝ'ant'a
kuniĝantaj	kun'iĝ'ant'a'j
kuniĝintaj	kun'iĝ'int'a'j
kuniras	kun'ir'as
kuniri	kun'ir'i
kuniris	kun'ir'is
kuniros	kun'ir'os
kuniru	kun'ir'u
kunirigi	kun'ir'ig'i
kunkanti	kun'kant'i
kunkantis	kun'kant'is
kunkreinto	kun'kre'int'o
kunkreskas	kun'kresk'as
kunkreskis	kun'kresk'is
kunkreskinta	kun'kresk'int'a
kunkreskintaj	kun'kresk'int'a'j
kunkudris	kun'kudr'is
kunkulpeco	kun'kulp'ec'o
kunkulpulo	kun'kulp'ul'o
kunkuro	kun'kur'o
kunlabora	kun'labor'a
kunlaboraj	kun'labor'a'j
kunlaborajn	kun'labor'a'j'n
kunlaboran	kun'labor'a'n
kunlaboras	kun'labor'as
kunlabore	kun'labor'e
kunlabori	kun'labor'i
kunlaboris	kun'labor'is
kunlaboro	kun'labor'o
kunlaboroj	kun'labor'o'j
kunlaborojn	kun'labor'o'j'n
kunlaboron	kun'labor'o'n
kunlaboros	kun'labor'os
kunlaboru	kun'labor'u
kunlaborus	kun'labor'us
kunlaborado	kun'labor'ad'o
kunlaboradon	kun'labor'ad'o'n
kunlaboranta	kun'labor'ant'a
kunlaborantaj	kun'labor'ant'a'j
kunlaborante	kun'labor'ant'e
kunlaboranto	kun'labor'ant'o
kunlaborantoj	kun'labor'ant'o'j
kunlaborantojn	kun'labor'ant'o'j'n
kunlaboranton	kun'labor'ant'o'n
kunlaborantaro	kun'labor'ant'ar'o
kunlaborantaroj	kun'labor'ant'ar'o'j
kunlaborantaron	kun'labor'ant'ar'o'n
kunlaborema	kun'labor'em'a
kunlaboremo	kun'labor'em'o
kunlaborintoj	kun'labor'int'o'j
kunlaboristo	kun'labor'ist'o
kunlaboristoj	kun'labor'ist'o'j
kunlernanto	kun'lern'ant'o
kunlernantoj	kun'lern'ant'o'j
kunliga	kun'lig'a
kunligaj	kun'lig'a'j
kunligas	kun'lig'as
kunlige	kun'lig'e
kunligi	kun'lig'i
kunligis	kun'lig'is
kunligo	kun'lig'o
kunligoj	kun'lig'o'j
kunligon	kun'lig'o'n
kunligos	kun'lig'os
kunligu	kun'lig'u
kunligado	kun'lig'ad'o
kunliganta	kun'lig'ant'a
kunligante	kun'lig'ant'e
kunligataj	kun'lig'at'a'j
kunligiĝas	kun'lig'iĝ'as
kunligita	kun'lig'it'a
kunligitaj	kun'lig'it'a'j
kunligitajn	kun'lig'it'a'j'n
kunligitan	kun'lig'it'a'n
kunligite	kun'lig'it'e
kunloĝas	kun'loĝ'as
kunloĝis	kun'loĝ'is
kunloĝanto	kun'loĝ'ant'o
kunludi	kun'lud'i
kunludis	kun'lud'is
kunludo	kun'lud'o
kunludantoj	kun'lud'ant'o'j
kunmetas	kun'met'as
kunmeti	kun'met'i
kunmetis	kun'met'is
kunmeto	kun'met'o
kunmetoj	kun'met'o'j
kunmetojn	kun'met'o'j'n
kunmeton	kun'met'o'n
kunmetu	kun'met'u
kunmetado	kun'met'ad'o
kunmetadon	kun'met'ad'o'n
kunmetaĵo	kun'met'aĵ'o
kunmetaĵoj	kun'met'aĵ'o'j
kunmetaĵojn	kun'met'aĵ'o'j'n
kunmetaĵon	kun'met'aĵ'o'n
kunmetaĵvortoj	kun'met'aĵ'vort'o'j
kunmetante	kun'met'ant'e
kunmetiĝas	kun'met'iĝ'as
kunmetinte	kun'met'int'e
kunmetita	kun'met'it'a
kunmetitaj	kun'met'it'a'j
kunmetitajn	kun'met'it'a'j'n
kunmetitan	kun'met'it'a'n
kunmetite	kun'met'it'e
kunmiksitaj	kun'miks'it'a'j
kunoficiala	kun'oficial'a
kunoficialaj	kun'oficial'a'j
kunordiga	kun'ord'ig'a
kunordigaj	kun'ord'ig'a'j
kunordigan	kun'ord'ig'a'n
kunordigas	kun'ord'ig'as
kunordigi	kun'ord'ig'i
kunordigis	kun'ord'ig'is
kunordigo	kun'ord'ig'o
kunordigon	kun'ord'ig'o'n
kunordigos	kun'ord'ig'os
kunordigado	kun'ord'ig'ad'o
kunordigante	kun'ord'ig'ant'e
kunordiganto	kun'ord'ig'ant'o
kunordigantoj	kun'ord'ig'ant'o'j
kunordigita	kun'ord'ig'it'a
kunordigitaj	kun'ord'ig'it'a'j
kunordigitajn	kun'ord'ig'it'a'j'n
kunordigitan	kun'ord'ig'it'a'n
kunorganizas	kun'organiz'as
kunorganizis	kun'organiz'is
kunparolanto	kun'parol'ant'o
kunparolantoj	kun'parol'ant'o'j
kunplektas	kun'plekt'as
kunplektitaj	kun'plekt'it'a'j
kunportas	kun'port'as
kunporti	kun'port'i
kunportis	kun'port'is
kunportos	kun'port'os
kunportu	kun'port'u
kunportus	kun'port'us
kunportado	kun'port'ad'o
kunportanta	kun'port'ant'a
kunportante	kun'port'ant'e
kunportita	kun'port'it'a
kunportitaj	kun'port'it'a'j
kunportitajn	kun'port'it'a'j'n
kunprema	kun'prem'a
kunpremaj	kun'prem'a'j
kunpremas	kun'prem'as
kunpremi	kun'prem'i
kunpremis	kun'prem'is
kunpremo	kun'prem'o
kunpremado	kun'prem'ad'o
kunpremadon	kun'prem'ad'o'n
kunpremante	kun'prem'ant'e
kunpremata	kun'prem'at'a
kunpremebla	kun'prem'ebl'a
kunpremiĝis	kun'prem'iĝ'is
kunpreminte	kun'prem'int'e
kunpremita	kun'prem'it'a
kunpremitaj	kun'prem'it'a'j
kunpremitajn	kun'prem'it'a'j'n
kunpremitan	kun'prem'it'a'n
kunpremite	kun'prem'it'e
kunprenas	kun'pren'as
kunpreni	kun'pren'i
kunprenis	kun'pren'is
kunprenos	kun'pren'os
kunprenu	kun'pren'u
kunprenus	kun'pren'us
kunprenante	kun'pren'ant'e
kunpreninte	kun'pren'int'e
kunpuŝiĝis	kun'puŝ'iĝ'is
kunpuŝiĝo	kun'puŝ'iĝ'o
kunpuŝiĝoj	kun'puŝ'iĝ'o'j
kunredaktoro	kun'redaktor'o
kunreganto	kun'reg'ant'o
kunrespondeco	kun'respond'ec'o
kunsendas	kun'send'as
kunsentas	kun'sent'as
kunsenti	kun'sent'i
kunsentis	kun'sent'is
kunsento	kun'sent'o
kunsenton	kun'sent'o'n
kunsida	kun'sid'a
kunsidas	kun'sid'as
kunsidi	kun'sid'i
kunsidis	kun'sid'is
kunsido	kun'sid'o
kunsidoj	kun'sid'o'j
kunsidojn	kun'sid'o'j'n
kunsidon	kun'sid'o'n
kunsidos	kun'sid'os
kunsidejo	kun'sid'ej'o
kunskriboj	kun'skrib'o'j
kunstelulo	kun'stel'ul'o
kunstudantoj	kun'stud'ant'o'j
kunteksta	kun'tekst'a
kuntekste	kun'tekst'e
kunteksto	kun'tekst'o
kuntekstoj	kun'tekst'o'j
kuntekstojn	kun'tekst'o'j'n
kuntekston	kun'tekst'o'n
kuntenas	kun'ten'as
kunteni	kun'ten'i
kuntira	kun'tir'a
kuntiras	kun'tir'as
kuntiri	kun'tir'i
kuntiris	kun'tir'is
kuntirado	kun'tir'ad'o
kuntirante	kun'tir'ant'e
kuntiriĝas	kun'tir'iĝ'as
kuntiriĝis	kun'tir'iĝ'is
kuntiriĝo	kun'tir'iĝ'o
kuntiriĝoj	kun'tir'iĝ'o'j
kuntiriĝojn	kun'tir'iĝ'o'j'n
kuntiriĝon	kun'tir'iĝ'o'n
kuntirinte	kun'tir'int'e
kuntirita	kun'tir'it'a
kuntiritaj	kun'tir'it'a'j
kuntrenas	kun'tren'as
kuntreni	kun'tren'i
kuntrenis	kun'tren'is
kunula	kun'ul'a
kunulaj	kun'ul'a'j
kunulo	kun'ul'o
kunuloj	kun'ul'o'j
kunulojn	kun'ul'o'j'n
kunulon	kun'ul'o'n
kunularo	kun'ul'ar'o
kunularon	kun'ul'ar'o'n
kunuleco	kun'ul'ec'o
kunulecon	kun'ul'ec'o'n
kunulino	kun'ul'in'o
kunulinoj	kun'ul'in'o'j
kunulinon	kun'ul'in'o'n
kunvarianca	kun'varianc'a
kunvarianco	kun'varianc'o
kunvena	kun'ven'a
kunvenas	kun'ven'as
kunveni	kun'ven'i
kunvenis	kun'ven'is
kunveno	kun'ven'o
kunvenoj	kun'ven'o'j
kunvenojn	kun'ven'o'j'n
kunvenon	kun'ven'o'n
kunvenos	kun'ven'os
kunvenu	kun'ven'u
kunvenus	kun'ven'us
kunvenadas	kun'ven'ad'as
kunvenadis	kun'ven'ad'is
kunvenado	kun'ven'ad'o
kunvenante	kun'ven'ant'e
kunvenantoj	kun'ven'ant'o'j
kunvenejo	kun'ven'ej'o
kunvenejoj	kun'ven'ej'o'j
kunvenejojn	kun'ven'ej'o'j'n
kunvenejon	kun'ven'ej'o'n
kunvenhalo	kun'ven'hal'o
kunvenigas	kun'ven'ig'as
kunvenigi	kun'ven'ig'i
kunvenigis	kun'ven'ig'is
kunvenigos	kun'ven'ig'os
kunvenigu	kun'ven'ig'u
kunvenigita	kun'ven'ig'it'a
kunveninta	kun'ven'int'a
kunvenintaj	kun'ven'int'a'j
kunveninte	kun'ven'int'e
kunvenintoj	kun'ven'int'o'j
kunvenintojn	kun'ven'int'o'j'n
kunvenita	kun'ven'it'a
kunvenitaj	kun'ven'it'a'j
kunverkis	kun'verk'is
kunveturi	kun'vetur'i
kunveturis	kun'vetur'is
kunveturigi	kun'vetur'ig'i
kunveturigis	kun'vetur'ig'is
kunvivas	kun'viv'as
kunvivi	kun'viv'i
kunvivis	kun'viv'is
kunvivo	kun'viv'o
kunvivon	kun'viv'o'n
kunvivu	kun'viv'u
kunvivado	kun'viv'ad'o
kunvivadon	kun'viv'ad'o'n
kunvojaĝanto	kun'vojaĝ'ant'o
kunvojaĝantoj	kun'vojaĝ'ant'o'j
kunvojaĝantojn	kun'vojaĝ'ant'o'j'n
kunvokas	kun'vok'as
kunvoki	kun'vok'i
kunvokis	kun'vok'is
kunvoko	kun'vok'o
kunvokita	kun'vok'it'a
kunvokitaj	kun'vok'it'a'j
kunvolvita	kun'volv'it'a
kungfua	kungfu'a
kungfuo	kungfu'o
kungfuon	kungfu'o'n
kunikla	kunikl'a
kuniklo	kunikl'o
kunikloj	kunikl'o'j
kuniklojn	kunikl'o'j'n
kuniklon	kunikl'o'n
kunikleto	kunikl'et'o
kupeo	kupe'o
kupeoj	kupe'o'j
kupeojn	kupe'o'j'n
kupeon	kupe'o'n
kupido	kupid'o
kuplado	kupl'ad'o
kupladoj	kupl'ad'o'j
kupladon	kupl'ad'o'n
kuplita	kupl'it'a
kuplitaj	kupl'it'a'j
kupola	kupol'a
kupolo	kupol'o
kupoloj	kupol'o'j
kupolojn	kupol'o'j'n
kupolon	kupol'o'n
kupolhava	kupol'hav'a
kupolhavaj	kupol'hav'a'j
kupono	kupon'o
kuponoj	kupon'o'j
kuponojn	kupon'o'j'n
kuponon	kupon'o'n
kupra	kupr'a
kupraj	kupr'a'j
kuprajn	kupr'a'j'n
kupran	kupr'a'n
kupro	kupr'o
kupron	kupr'o'n
kupristo	kupr'ist'o
kuprogravuro	kupr'o'gravur'o
kuprogravuroj	kupr'o'gravur'o'j
kuprogravurojn	kupr'o'gravur'o'j'n
kuprulo	kupr'ul'o
kura	kur'a
kuras	kur'as
kure	kur'e
kuri	kur'i
kuris	kur'is
kuro	kur'o
kuroj	kur'o'j
kurojn	kur'o'j'n
kuron	kur'o'n
kuros	kur'os
kuru	kur'u
kurus	kur'us
kuradas	kur'ad'as
kuradi	kur'ad'i
kuradis	kur'ad'is
kurado	kur'ad'o
kuradon	kur'ad'o'n
kuranta	kur'ant'a
kurantaj	kur'ant'a'j
kurantajn	kur'ant'a'j'n
kurantan	kur'ant'a'n
kurante	kur'ant'e
kuranto	kur'ant'o
kurantoj	kur'ant'o'j
kuratingi	kur'ating'i
kuratingis	kur'ating'is
kurĉevaloj	kur'ĉeval'o'j
kuregas	kur'eg'as
kuregi	kur'eg'i
kuregis	kur'eg'is
kuregado	kur'eg'ad'o
kuregitaj	kur'eg'it'a'j
kurejo	kur'ej'o
kurejoj	kur'ej'o'j
kurinta	kur'int'a
kurinte	kur'int'e
kuristo	kur'ist'o
kuristoj	kur'ist'o'j
kurulo	kur'ul'o
kuraca	kurac'a
kuracaj	kurac'a'j
kuracajn	kurac'a'j'n
kuracan	kurac'a'n
kuracas	kurac'as
kuraci	kurac'i
kuracis	kurac'is
kuraco	kurac'o
kuracoj	kurac'o'j
kuracojn	kurac'o'j'n
kuracon	kurac'o'n
kuracos	kurac'os
kuracu	kurac'u
kuracado	kurac'ad'o
kuracadon	kurac'ad'o'n
kuracanta	kurac'ant'a
kuracantaj	kurac'ant'a'j
kuracante	kurac'ant'e
kuracanto	kurac'ant'o
kuracarto	kurac'art'o
kuracata	kurac'at'a
kuracataj	kurac'at'a'j
kuracebla	kurac'ebl'a
kuraceblaj	kurac'ebl'a'j
kuracejo	kurac'ej'o
kuracejoj	kurac'ej'o'j
kuracejon	kurac'ej'o'n
kuracherbo	kurac'herb'o
kuracherboj	kurac'herb'o'j
kuracherbon	kurac'herb'o'n
kuraciĝi	kurac'iĝ'i
