paca	pac'a
promenadoj	promen'ad'o'j
promenadojn	promen'ad'o'j'n
promenadon	promen'ad'o'n
promenanta	promen'ant'a
promenantaj	promen'ant'a'j
promenante	promen'ant'e
promenanto	promen'ant'o
promenantoj	promen'ant'o'j
promenbastono	promen'baston'o
promenbastonon	promen'baston'o'n
promenejo	promen'ej'o
promenejoj	promen'ej'o'j
promenigas	promen'ig'as
promenigi	promen'ig'i
promenigis	promen'ig'is
promesa	promes'a
promesas	promes'as
promesi	promes'i
promesis	promes'is
promeso	promes'o
promesoj	promes'o'j
promesojn	promes'o'j'n
promeson	promes'o'n
promesos	promes'os
promesu	promes'u
promesado	promes'ad'o
promesanta	promes'ant'a
promesante	promes'ant'e
promesinta	promes'int'a
promesinte	promes'int'e
promesita	promes'it'a
promesitaj	promes'it'a'j
promesitajn	promes'it'a'j'n
promesitan	promes'it'a'n
promesite	promes'it'e
promesoplena	promes'o'plen'a
promesplena	promes'plen'a
promesplenaj	promes'plen'a'j
prometeo	promete'o
prominenta	prominent'a
prominentaj	prominent'a'j
promocias	promoci'as
promocii	promoci'i
promociis	promoci'is
promocio	promoci'o
promocion	promoci'o'n
promociado	promoci'ad'o
promociante	promoci'ant'e
promociiĝis	promoci'iĝ'is
promociita	promoci'it'a
promociitaj	promoci'it'a'j
promontoro	promontor'o
promontoroj	promontor'o'j
prompta	prompt'a
prompte	prompt'e
promptilo	prompt'il'o
pronoma	pronom'a
pronomaj	pronom'a'j
pronomo	pronom'o
pronomoj	pronom'o'j
pronomojn	pronom'o'j'n
pronomon	pronom'o'n
prononca	prononc'a
prononcaj	prononc'a'j
prononcas	prononc'as
prononce	prononc'e
prononci	prononc'i
prononcis	prononc'is
prononco	prononc'o
prononcoj	prononc'o'j
prononcon	prononc'o'n
prononcu	prononc'u
prononcado	prononc'ad'o
prononcadon	prononc'ad'o'n
prononcante	prononc'ant'e
prononcata	prononc'at'a
prononcataj	prononc'at'a'j
prononcebla	prononc'ebl'a
prononceblaj	prononc'ebl'a'j
prononciĝas	prononc'iĝ'as
prononcita	prononc'it'a
prononcitaj	prononc'it'a'j
prononcite	prononc'it'e
prononcmaniero	prononc'manier'o
prononcmanieron	prononc'manier'o'n
propano	prop'an'o
propila	prop'il'a
propagas	propag'as
propagi	propag'i
propagado	propag'ad'o
propaganda	propagand'a
propagandaj	propagand'a'j
propagandajn	propagand'a'j'n
propagandan	propagand'a'n
propagandas	propagand'as
propagandi	propagand'i
propagandis	propagand'is
propagando	propagand'o
propagandon	propagand'o'n
propagandos	propagand'os
propagandu	propagand'u
propagandado	propagand'ad'o
propagandanto	propagand'ant'o
propagandantoj	propagand'ant'o'j
propagandantojn	propagand'ant'o'j'n
propagandata	propagand'at'a
propagandilo	propagand'il'o
propagandilojn	propagand'il'o'j'n
propagandilon	propagand'il'o'n
propagandisto	propagand'ist'o
propagandistoj	propagand'ist'o'j
propedeŭtika	propedeŭtik'a
propionato	propion'at'o
proponas	propon'as
proponi	propon'i
proponis	propon'is
propono	propon'o
proponoj	propon'o'j
proponojn	propon'o'j'n
proponon	propon'o'n
proponos	propon'os
proponu	propon'u
proponus	propon'us
proponadis	propon'ad'is
proponado	propon'ad'o
proponanta	propon'ant'a
proponante	propon'ant'e
proponanto	propon'ant'o
proponantoj	propon'ant'o'j
proponata	propon'at'a
proponataj	propon'at'a'j
proponatan	propon'at'a'n
proponinta	propon'int'a
proponinto	propon'int'o
proponintoj	propon'int'o'j
proponita	propon'it'a
proponitaj	propon'it'a'j
proponitajn	propon'it'a'j'n
proponitan	propon'it'a'n
proponite	propon'it'e
proporcia	proporci'a
proporciaj	proporci'a'j
proporciajn	proporci'a'j'n
proporcian	proporci'a'n
proporcie	proporci'e
proporcio	proporci'o
proporcioj	proporci'o'j
proporciojn	proporci'o'j'n
proporcion	proporci'o'n
proporcieco	proporci'ec'o
propozicia	propozici'a
propoziciaj	propozici'a'j
propozicio	propozici'o
propozicioj	propozici'o'j
propoziciojn	propozici'o'j'n
propozicion	propozici'o'n
propra	propr'a
propraj	propr'a'j
proprajn	propr'a'j'n
propran	propr'a'n
propras	propr'as
propre	propr'e
propraaŭtoritate	propr'a'aŭtoritat'e
propradire	propr'a'dir'e
propraforte	propr'a'fort'e
proprainiciate	propr'a'iniciat'e
proprakoste	propr'a'kost'e
propramane	propr'a'man'e
propranome	propr'a'nom'e
propraokule	propr'a'okul'e
proprariske	propr'a'risk'e
proprasence	propr'a'senc'e
proprasperte	propr'a'spert'e
propravola	propr'a'vol'a
propravole	propr'a'vol'e
proprajho	propr'aĵ'o
propraĵo	propr'aĵ'o
propraĵoj	propr'aĵ'o'j
propraĵojn	propr'aĵ'o'j'n
propraĵon	propr'aĵ'o'n
propreco	propr'ec'o
proprecoj	propr'ec'o'j
proprecojn	propr'ec'o'j'n
proprecon	propr'ec'o'n
proprigi	propr'ig'i
proprigis	propr'ig'is
proprokule	propr'okul'e
proprieta	propriet'a
proprietaj	propriet'a'j
proprietajn	propriet'a'j'n
proprietan	propriet'a'n
proprieto	propriet'o
proprietoj	propriet'o'j
proprietojn	propriet'o'j'n
proprieton	propriet'o'n
proprietaĵo	propriet'aĵ'o
proprietaĵon	propriet'aĵ'o'n
proprietrajtoj	propriet'rajt'o'j
proprietulo	propriet'ul'o
proprietuloj	propriet'ul'o'j
propulsas	propuls'as
propulsi	propuls'i
propulsis	propuls'is
propulso	propuls'o
propulson	propuls'o'n
propulsado	propuls'ad'o
propulsita	propuls'it'a
propulsitaj	propuls'it'a'j
propulssistemo	propuls'sistem'o
propulssistemoj	propuls'sistem'o'j
propulssistemon	propuls'sistem'o'n
prospekto	prospekt'o
prospektoj	prospekt'o'j
prospekton	prospekt'o'n
prospera	prosper'a
prosperaj	prosper'a'j
prosperajn	prosper'a'j'n
prosperan	prosper'a'n
prosperas	prosper'as
prospere	prosper'e
prosperi	prosper'i
prosperis	prosper'is
prospero	prosper'o
prosperon	prosper'o'n
prosperos	prosper'os
prosperu	prosper'u
prosperus	prosper'us
prosperado	prosper'ad'o
prosperadon	prosper'ad'o'n
prosperanta	prosper'ant'a
prosperigi	prosper'ig'i
prosperigis	prosper'ig'is
prosperigo	prosper'ig'o
prosperiĝo	prosper'iĝ'o
prosperiĝon	prosper'iĝ'o'n
prostata	prostat'a
prostato	prostat'o
prostatkancero	prostat'kancer'o
prostituo	prostitu'o
prostituado	prostitu'ad'o
prostituadon	prostitu'ad'o'n
prostituisto	prostitu'ist'o
prostituitino	prostitu'it'in'o
prostituitinoj	prostitu'it'in'o'j
prostituitinojn	prostitu'it'in'o'j'n
protagonisto	protagonist'o
protagonistoj	protagonist'o'j
protagonistojn	protagonist'o'j'n
protagoniston	protagonist'o'n
protagoro	protagor'o
protaktinio	protaktini'o
proteo	prote'o
proteina	protein'a
proteinaj	protein'a'j
proteino	protein'o
proteinoj	protein'o'j
proteinojn	protein'o'j'n
proteinon	protein'o'n
proteinsintezo	protein'sintez'o
protekta	protekt'a
protektaj	protekt'a'j
protektajn	protekt'a'j'n
protektan	protekt'a'n
protektas	protekt'as
protekti	protekt'i
protektis	protekt'is
protekto	protekt'o
protektoj	protekt'o'j
protektojn	protekt'o'j'n
protekton	protekt'o'n
protektos	protekt'os
protektu	protekt'u
protektus	protekt'us
protektado	protekt'ad'o
protektadon	protekt'ad'o'n
protektanta	protekt'ant'a
protektantaj	protekt'ant'a'j
protektantan	protekt'ant'a'n
protektante	protekt'ant'e
protektanto	protekt'ant'o
protektantoj	protekt'ant'o'j
protektanton	protekt'ant'o'n
protektantino	protekt'ant'in'o
protektata	protekt'at'a
protektataj	protekt'at'a'j
protektejo	protekt'ej'o
protektejoj	protekt'ej'o'j
protektilo	protekt'il'o
protektiloj	protekt'il'o'j
protektisma	protekt'ism'a
protektismo	protekt'ism'o
protektismon	protekt'ism'o'n
protektita	protekt'it'a
protektitaj	protekt'it'a'j
protektitajn	protekt'it'a'j'n
protektitan	protekt'it'a'n
protektite	protekt'it'e
protektmetalizo	protekt'metal'iz'o
protektokulvitroj	protekt'okul'vitr'o'j
protektorato	protektorat'o
protektoratoj	protektorat'o'j
protektoraton	protektorat'o'n
protesta	protest'a
protestaj	protest'a'j
protestajn	protest'a'j'n
protestan	protest'a'n
protestas	protest'as
proteste	protest'e
protesti	protest'i
protestis	protest'is
protesto	protest'o
protestoj	protest'o'j
protestojn	protest'o'j'n
proteston	protest'o'n
protestos	protest'os
protestu	protest'u
protestus	protest'us
protestado	protest'ad'o
protestanta	protest'ant'a
protestantaj	protest'ant'a'j
protestantajn	protest'ant'a'j'n
protestantan	protest'ant'a'n
protestante	protest'ant'e
protestanto	protest'ant'o
protestantoj	protest'ant'o'j
protestantojn	protest'ant'o'j'n
protestantisma	protest'ant'ism'a
protestantismo	protest'ant'ism'o
protestantismon	protest'ant'ism'o'n
protestego	protest'eg'o
protezo	protez'o
protezoj	protez'o'j
protezon	protez'o'n
protoplasmo	proto'plasm'o
protozooj	proto'zo'o'j
protokola	protokol'a
protokolas	protokol'as
protokolis	protokol'is
protokolo	protokol'o
protokoloj	protokol'o'j
protokolojn	protokol'o'j'n
protokolon	protokol'o'n
protokolitaj	protokol'it'a'j
protona	proton'a
protono	proton'o
protonoj	proton'o'j
protonojn	proton'o'j'n
protonon	proton'o'n
prototipa	prototip'a
prototipaj	prototip'a'j
prototipan	prototip'a'n
prototipo	prototip'o
prototipoj	prototip'o'j
prototipojn	prototip'o'j'n
prototipon	prototip'o'n
protrudaj	protrud'a'j
protrudas	protrud'as
prova	prov'a
provaj	prov'a'j
provajn	prov'a'j'n
provan	prov'a'n
provas	prov'as
prove	prov'e
provi	prov'i
provis	prov'is
provo	prov'o
provoj	prov'o'j
provojn	prov'o'j'n
provon	prov'o'n
provos	prov'os
provu	prov'u
provus	prov'us
provadis	prov'ad'is
provado	prov'ad'o
provadon	prov'ad'o'n
provaĵa	prov'aĵ'a
provaĵo	prov'aĵ'o
provaĵoj	prov'aĵ'o'j
provaĵojn	prov'aĵ'o'j'n
provaĵon	prov'aĵ'o'n
provaĵmeznombro	prov'aĵ'mez'nombr'o
provanta	prov'ant'a
provantaj	prov'ant'a'j
provantajn	prov'ant'a'j'n
provantan	prov'ant'a'n
provante	prov'ant'e
provata	prov'at'a
provekzemplero	prov'ekzempler'o
provilo	prov'il'o
provinta	prov'int'a
provinte	prov'int'e
provita	prov'it'a
provitaj	prov'it'a'j
provlegi	prov'leg'i
provlegis	prov'leg'is
provlegado	prov'leg'ad'o
provlegantoj	prov'leg'ant'o'j
provludo	prov'lud'o
provludoj	prov'lud'o'j
provtempo	prov'temp'o
provtubo	prov'tub'o
proverba	proverb'a
proverbo	proverb'o
proverboj	proverb'o'j
proverbojn	proverb'o'j'n
proverbon	proverb'o'n
proverbaro	proverb'ar'o
provianto	proviant'o
proviantoj	proviant'o'j
proviantojn	proviant'o'j'n
provianton	proviant'o'n
proviantado	proviant'ad'o
providenca	providenc'a
providencan	providenc'a'n
providenco	providenc'o
provinca	provinc'a
provincaj	provinc'a'j
provincajn	provinc'a'j'n
provincan	provinc'a'n
province	provinc'e
provinco	provinc'o
provincoj	provinc'o'j
provincojn	provinc'o'j'n
provincon	provinc'o'n
provincanoj	provinc'an'o'j
provincestro	provinc'estr'o
provincnivelaj	provinc'nivel'a'j
proviza	proviz'a
provizas	proviz'as
provizi	proviz'i
provizis	proviz'is
provizo	proviz'o
provizoj	proviz'o'j
provizojn	proviz'o'j'n
provizon	proviz'o'n
provizos	proviz'os
provizu	proviz'u
provizus	proviz'us
provizado	proviz'ad'o
provizadon	proviz'ad'o'n
provizaĵoj	proviz'aĵ'o'j
provizaĵojn	proviz'aĵ'o'j'n
provizanta	proviz'ant'a
provizantaj	proviz'ant'a'j
provizante	proviz'ant'e
provizanto	proviz'ant'o
provizantoj	proviz'ant'o'j
provizantojn	proviz'ant'o'j'n
provizanton	proviz'ant'o'n
provizaroj	proviz'ar'o'j
provizata	proviz'at'a
provizataj	proviz'at'a'j
provizejo	proviz'ej'o
provizejoj	proviz'ej'o'j
provizejon	proviz'ej'o'n
provizita	proviz'it'a
provizitaj	proviz'it'a'j
provizitajn	proviz'it'a'j'n
provizitan	proviz'it'a'n
provizite	proviz'it'e
provizoĉeno	proviz'o'ĉen'o
provizoĉenoj	proviz'o'ĉen'o'j
provizoĉenadministrado	proviz'o'ĉen'administr'ad'o
provizoliniojn	proviz'o'lini'o'j'n
provizora	provizor'a
provizoraj	provizor'a'j
provizorajn	provizor'a'j'n
provizoran	provizor'a'n
provizore	provizor'e
provoka	provok'a
provokaj	provok'a'j
provokas	provok'as
provoke	provok'e
provoki	provok'i
provokis	provok'is
provoko	provok'o
provokoj	provok'o'j
provokon	provok'o'n
provokos	provok'os
provoku	provok'u
provokus	provok'us
provokado	provok'ad'o
provokante	provok'ant'e
provokema	provok'em'a
provokita	provok'it'a
provokitaj	provok'it'a'j
provoso	provos'o
provosoj	provos'o'j
provosto	provost'o
proza	proz'a
prozaj	proz'a'j
prozan	proz'a'n
proze	proz'e
prozo	proz'o
prozoj	proz'o'j
prozon	proz'o'n
prozaĵo	proz'aĵ'o
prozaĵoj	proz'aĵ'o'j
prozaĵojn	proz'aĵ'o'j'n
prozaĵon	proz'aĵ'o'n
prozisto	proz'ist'o
prozodiaj	prozodi'a'j
prozodio	prozodi'o
prua	pru'a
pruo	pru'o
pruon	pru'o'n
pruda	prud'a
prudeco	prud'ec'o
prudenta	prudent'a
prudentaj	prudent'a'j
prudentajn	prudent'a'j'n
prudentan	prudent'a'n
prudente	prudent'e
prudento	prudent'o
prudenton	prudent'o'n
prudenteco	prudent'ec'o
prudentulo	prudent'ul'o
prudentuloj	prudent'ul'o'j
prujna	prujn'a
prujno	prujn'o
pruno	prun'o
prunoj	prun'o'j
prunojn	prun'o'j'n
prunarbo	prun'arb'o
prunta	prunt'a
pruntas	prunt'as
prunte	prunt'e
prunti	prunt'i
pruntis	prunt'is
prunto	prunt'o
pruntoj	prunt'o'j
pruntojn	prunt'o'j'n
prunton	prunt'o'n
pruntos	prunt'os
pruntu	prunt'u
pruntado	prunt'ad'o
pruntaĵoj	prunt'aĵ'o'j
pruntante	prunt'ant'e
pruntedonas	prunt'e'don'as
pruntedoni	prunt'e'don'i
pruntedonis	prunt'e'don'is
pruntedono	prunt'e'don'o
pruntedonos	prunt'e'don'os
pruntedonu	prunt'e'don'u
pruntedonus	prunt'e'don'us
pruntedonado	prunt'e'don'ad'o
pruntedonante	prunt'e'don'ant'e
pruntedonanto	prunt'e'don'ant'o
pruntedonantoj	prunt'e'don'ant'o'j
pruntedonita	prunt'e'don'it'a
pruntedonitaj	prunt'e'don'it'a'j
prunteprenas	prunt'e'pren'as
pruntepreni	prunt'e'pren'i
prunteprenis	prunt'e'pren'is
pruntepreno	prunt'e'pren'o
prunteprenoj	prunt'e'pren'o'j
prunteprenon	prunt'e'pren'o'n
prunteprenu	prunt'e'pren'u
prunteprenanto	prunt'e'pren'ant'o
prunteprenantoj	prunt'e'pren'ant'o'j
prunteprenita	prunt'e'pren'it'a
prunteprenitaj	prunt'e'pren'it'a'j
pruntita	prunt'it'a
pruntitaj	prunt'it'a'j
pruntitajn	prunt'it'a'j'n
pruntitan	prunt'it'a'n
pruntokolekto	prunt'o'kolekt'o
pruntvortoj	prunt'vort'o'j
pruntvortojn	prunt'vort'o'j'n
prusa	prus'a
prusaj	prus'a'j
prusajn	prus'a'j'n
prusan	prus'a'n
prusoj	prus'o'j
prusia	prus'i'a
prusio	prus'i'o
prusion	prus'i'o'n
pruslando	prus'land'o
prusujo	prus'uj'o
pruva	pruv'a
pruvaj	pruv'a'j
pruvas	pruv'as
pruvi	pruv'i
pruvis	pruv'is
pruvo	pruv'o
pruvoj	pruv'o'j
pruvojn	pruv'o'j'n
pruvon	pruv'o'n
pruvos	pruv'os
pruvu	pruv'u
pruvus	pruv'us
pruvado	pruv'ad'o
pruvaĵo	pruv'aĵ'o
pruvaĵoj	pruv'aĵ'o'j
pruvanta	pruv'ant'a
pruvante	pruv'ant'e
pruvaro	pruv'ar'o
pruvata	pruv'at'a
pruvebla	pruv'ebl'a
pruveblaj	pruv'ebl'a'j
pruveblas	pruv'ebl'as
pruveble	pruv'ebl'e
pruviĝas	pruv'iĝ'as
pruviĝis	pruv'iĝ'is
pruvita	pruv'it'a
pruvitaj	pruv'it'a'j
pruvite	pruv'it'e
pruvodevo	pruv'o'dev'o
pruvodevon	pruv'o'dev'o'n
psalmo	psalm'o
psalmoj	psalm'o'j
psalmojn	psalm'o'j'n
psalmon	psalm'o'n
psalmaro	psalm'ar'o
psalmaron	psalm'ar'o'n
psalmisto	psalm'ist'o
pseŭdokodo	pseŭdo'kod'o
pseŭdonomo	pseŭdo'nom'o
pseŭdonomon	pseŭdo'nom'o'n
pseŭdoscienca	pseŭdo'scienc'a
pseŭdoscienco	pseŭdo'scienc'o
pseŭdonime	pseŭdonim'e
pseŭdonimo	pseŭdonim'o
pseŭdonimoj	pseŭdonim'o'j
pseŭdonimojn	pseŭdonim'o'j'n
pseŭdonimon	pseŭdonim'o'n
psika	psik'a
psikaj	psik'a'j
psikajn	psik'a'j'n
psikan	psik'a'n
psike	psik'e
psiko	psik'o
psikoj	psik'o'j
psikon	psik'o'n
psikanaliza	psik'analiz'a
psikanalizaj	psik'analiz'a'j
psikanalizo	psik'analiz'o
psikoaktiva	psik'o'aktiv'a
psikoaktivaj	psik'o'aktiv'a'j
psikoanaliza	psik'o'analiz'a
psikoanalizo	psik'o'analiz'o
psikolingvistiko	psik'o'lingv'ist'ik'o
psikometrikaj	psik'o'metr'ik'a'j
psikopatio	psik'o'pati'o
psikopatologio	psik'o'patolog'i'o
psikosocia	psik'o'soci'a
psikosociaj	psik'o'soci'a'j
psikostimulaj	psik'o'stimul'a'j
psikoterapia	psik'o'terapi'a
psikoterapio	psik'o'terapi'o
psikoterapiisto	psik'o'terapi'ist'o
psikoterapiistoj	psik'o'terapi'ist'o'j
psikologo	psik'olog'o
psikologoj	psik'olog'o'j
psikologon	psik'olog'o'n
psikologia	psik'olog'i'a
psikologiaj	psik'olog'i'a'j
psikologiajn	psik'olog'i'a'j'n
psikologian	psik'olog'i'a'n
psikologie	psik'olog'i'e
psikologio	psik'olog'i'o
psikologion	psik'olog'i'o'n
psikozaj	psik'oz'a'j
psikozo	psik'oz'o
psikozon	psik'oz'o'n
psikiatra	psikiatr'a
psikiatro	psikiatr'o
psikiatroj	psikiatr'o'j
psikiatron	psikiatr'o'n
psikiatria	psikiatr'i'a
psikiatriaj	psikiatr'i'a'j
psikiatrian	psikiatr'i'a'n
psikiatrio	psikiatr'i'o
psikopato	psikopat'o
psikopatoj	psikopat'o'j
ptolemea	ptoleme'a
ptolemeo	ptoleme'o
ptolemeon	ptoleme'o'n
pubereca	puber'ec'a
pubereco	puber'ec'o
puberecon	puber'ec'o'n
publica	public'a
publicisto	public'ist'o
publicistoj	public'ist'o'j
publika	publik'a
publikaj	publik'a'j
publikajn	publik'a'j'n
publikan	publik'a'n
publikas	publik'as
publike	publik'e
publikis	publik'is
publiko	publik'o
publikoj	publik'o'j
publikojn	publik'o'j'n
publikon	publik'o'n
publikado	publik'ad'o
publikaĵo	publik'aĵ'o
publikaĵoj	publik'aĵ'o'j
publikaĵojn	publik'aĵ'o'j'n
publikatento	publik'atent'o
publikatenton	publik'atent'o'n
publikeco	publik'ec'o
publikecon	publik'ec'o'n
publikiga	publik'ig'a
publikigaj	publik'ig'a'j
publikigas	publik'ig'as
publikigi	publik'ig'i
publikigis	publik'ig'is
publikigo	publik'ig'o
publikigoj	publik'ig'o'j
publikigon	publik'ig'o'n
publikigos	publik'ig'os
publikigu	publik'ig'u
publikigus	publik'ig'us
publikigado	publik'ig'ad'o
publikigadoj	publik'ig'ad'o'j
publikigaĵo	publik'ig'aĵ'o
publikigaĵoj	publik'ig'aĵ'o'j
publikiganta	publik'ig'ant'a
publikigante	publik'ig'ant'e
publikigata	publik'ig'at'a
publikigataj	publik'ig'at'a'j
publikigisto	publik'ig'ist'o
publikigita	publik'ig'it'a
publikigitaj	publik'ig'it'a'j
publikigitajn	publik'ig'it'a'j'n
publikigitan	publik'ig'it'a'n
publikigite	publik'ig'it'e
publikiĝas	publik'iĝ'as
publikiĝis	publik'iĝ'is
publikiĝo	publik'iĝ'o
publikiĝos	publik'iĝ'os
publikita	publik'it'a
publikitaj	publik'it'a'j
publiklernejaj	publik'lern'ej'a'j
publikserva	publik'serv'a
publikŝlosila	publik'ŝlos'il'a
publiktransporta	publik'trans'port'a
publiktransportaj	publik'trans'port'a'j
publikulino	publik'ul'in'o
puĉo	puĉ'o
puĉoj	puĉ'o'j
puĉojn	puĉ'o'j'n
puĉon	puĉ'o'n
puĉistoj	puĉ'ist'o'j
pudelo	pudel'o
pudingo	puding'o
pudingon	puding'o'n
pudoro	pudor'o
pudra	pudr'a
pudraj	pudr'a'j
pudran	pudr'a'n
pudro	pudr'o
pudron	pudr'o'n
pufa	puf'a
pufaj	puf'a'j
pufmaizo	puf'maiz'o
pufmaizon	puf'maiz'o'n
pufino	pufin'o
pufinoj	pufin'o'j
pugo	pug'o
pugon	pug'o'n
pugnis	pugn'is
pugno	pugn'o
pugnoj	pugn'o'j
pugnojn	pugn'o'j'n
pugnon	pugn'o'n
pugnigis	pugn'ig'is
pugnobatis	pugn'o'bat'is
pugnobato	pugn'o'bat'o
pula	pul'a
pulo	pul'o
puloj	pul'o'j
pulojn	pul'o'j'n
pulbazaro	pul'bazar'o
pulĉinelo	pulĉinel'o
pulio	puli'o
pulioj	puli'o'j
puliojn	puli'o'j'n
pulma	pulm'a
pulmaj	pulm'a'j
pulman	pulm'a'n
pulmo	pulm'o
pulmoj	pulm'o'j
pulmojn	pulm'o'j'n
pulmon	pulm'o'n
pulminflamo	pulm'inflam'o
pulminflamon	pulm'inflam'o'n
pulmokancero	pulm'o'kancer'o
pulovero	pulover'o
puloveroj	pulover'o'j
puloverojn	pulover'o'j'n
puloveron	pulover'o'n
pulpo	pulp'o
pulpon	pulp'o'n
pulsa	puls'a
pulsaj	puls'a'j
pulsan	puls'a'n
pulsas	puls'as
pulse	puls'e
pulsis	puls'is
pulso	puls'o
pulsoj	puls'o'j
pulsojn	puls'o'j'n
pulson	puls'o'n
pulsado	puls'ad'o
pulsadon	puls'ad'o'n
pulsanta	puls'ant'a
pulsita	puls'it'a
pulsitaj	puls'it'a'j
pulsaroj	pulsar'o'j
pulsatilo	pulsatil'o
pulvo	pulv'o
pulvon	pulv'o'n
pulvora	pulvor'a
pulvoro	pulvor'o
pulvoroj	pulvor'o'j
pulvorojn	pulvor'o'j'n
pulvoron	pulvor'o'n
pulvorigas	pulvor'ig'as
pulvorigita	pulvor'ig'it'a
pumo	pum'o
pumoj	pum'o'j
pumiko	pumik'o
pumpas	pump'as
pumpi	pump'i
pumpis	pump'is
pumpado	pump'ad'o
pumpante	pump'ant'e
pumpilo	pump'il'o
pumpiloj	pump'il'o'j
pumpilojn	pump'il'o'j'n
pumpilon	pump'il'o'n
pumpita	pump'it'a
pumpitaj	pump'it'a'j
puna	pun'a
punaj	pun'a'j
punan	pun'a'n
punas	pun'as
pune	pun'e
puni	pun'i
punis	pun'is
puno	pun'o
punoj	pun'o'j
punojn	pun'o'j'n
punon	pun'o'n
punos	pun'os
punu	pun'u
punus	pun'us
punado	pun'ad'o
punadon	pun'ad'o'n
punanta	pun'ant'a
punante	pun'ant'e
punata	pun'at'a
punataj	pun'at'a'j
punebla	pun'ebl'a
punenda	pun'end'a
puninda	pun'ind'a
punindaj	pun'ind'a'j
punisto	pun'ist'o
punita	pun'it'a
punitaj	pun'it'a'j
punlaboro	pun'labor'o
punmono	pun'mon'o
punpago	pun'pag'o
punca	punc'a
punĉo	punĉ'o
pundo	pund'o
pundoj	pund'o'j
pundojn	pund'o'j'n
punika	punik'a
punikaj	punik'a'j
punkta	punkt'a
punktaj	punkt'a'j
punktan	punkt'a'n
punktas	punkt'as
punktis	punkt'is
punkto	punkt'o
punktoj	punkt'o'j
punktojn	punkt'o'j'n
punkton	punkt'o'n
punktado	punkt'ad'o
punktalpunkta	punkt'al'punkt'a
punkteca	punkt'ec'a
punkteco	punkt'ec'o
punktetoj	punkt'et'o'j
punktfonto	punkt'font'o
punktita	punkt'it'a
punktitaj	punkt'it'a'j
punktitajn	punkt'it'a'j'n
punktitan	punkt'it'a'n
punktokomo	punkt'o'kom'o
punktokomoj	punkt'o'kom'o'j
punktskribita	punkt'skrib'it'a
punktskribitaj	punkt'skrib'it'a'j
punta	punt'a
puntan	punt'a'n
punto	punt'o
puntoj	punt'o'j
punton	punt'o'n
pupo	pup'o
pupoj	pup'o'j
pupojn	pup'o'j'n
pupon	pup'o'n
pupeton	pup'et'o'n
pupteatra	pup'teatr'a
pupteatro	pup'teatr'o
pupilo	pupil'o
pupiloj	pupil'o'j
pupilojn	pupil'o'j'n
pupilon	pupil'o'n
pupitro	pupitr'o
pura	pur'a
puraj	pur'a'j
purajn	pur'a'j'n
puran	pur'a'n
puras	pur'as
pure	pur'e
puri	pur'i
puro	pur'o
pureca	pur'ec'a
pureco	pur'ec'o
purecon	pur'ec'o'n
purega	pur'eg'a
purema	pur'em'a
puriga	pur'ig'a
purigaj	pur'ig'a'j
purigan	pur'ig'a'n
purigas	pur'ig'as
purigi	pur'ig'i
purigis	pur'ig'is
purigo	pur'ig'o
purigoj	pur'ig'o'j
purigon	pur'ig'o'n
purigos	pur'ig'os
purigu	pur'ig'u
purigus	pur'ig'us
purigado	pur'ig'ad'o
purigadon	pur'ig'ad'o'n
purigagento	pur'ig'agent'o
puriganta	pur'ig'ant'a
purigante	pur'ig'ant'e
purigata	pur'ig'at'a
purigilo	pur'ig'il'o
purigisto	pur'ig'ist'o
purigistoj	pur'ig'ist'o'j
purigistino	pur'ig'ist'in'o
