macojn	mac'o'j'n
monkontribuon	mon'kontribu'o'n
monkultivaĵoj	mon'kultiv'aĵ'o'j
monlavado	mon'lav'ad'o
monmalfacilaĵoj	mon'mal'facil'aĵ'o'j
monomanko	mon'o'mank'o
monofero	mon'ofer'o
monpolitiko	mon'politik'o
monpolitikon	mon'politik'o'n
monproblemojn	mon'problem'o'j'n
monprovizo	mon'proviz'o
monprovizon	mon'proviz'o'n
monpunas	mon'pun'as
monpuno	mon'pun'o
monpunoj	mon'pun'o'j
monpunojn	mon'pun'o'j'n
monpunon	mon'pun'o'n
monpunita	mon'pun'it'a
monpunitaj	mon'pun'it'a'j
monrimedoj	mon'rimed'o'j
monrimedojn	mon'rimed'o'j'n
monsendaĵoj	mon'send'aĵ'o'j
monsistemo	mon'sistem'o
monsumo	mon'sum'o
monsumoj	mon'sum'o'j
monsumojn	mon'sum'o'j'n
monsumon	mon'sum'o'n
monŝranko	mon'ŝrank'o
monŝrankon	mon'ŝrank'o'n
monujo	mon'uj'o
monujoj	mon'uj'o'j
monujojn	mon'uj'o'j'n
monujon	mon'uj'o'n
monunio	mon'uni'o
monunua	mon'unu'a
monunuo	mon'unu'o
monunuoj	mon'unu'o'j
monunuon	mon'unu'o'n
monado	monad'o
monadoj	monad'o'j
monaĥa	monaĥ'a
monaĥaj	monaĥ'a'j
monaĥajn	monaĥ'a'j'n
monaĥan	monaĥ'a'n
monaĥo	monaĥ'o
monaĥoj	monaĥ'o'j
monaĥojn	monaĥ'o'j'n
monaĥon	monaĥ'o'n
monaĥeco	monaĥ'ec'o
monaĥeja	monaĥ'ej'a
monaĥejaj	monaĥ'ej'a'j
monaĥejan	monaĥ'ej'a'n
monaĥejo	monaĥ'ej'o
monaĥejoj	monaĥ'ej'o'j
monaĥejojn	monaĥ'ej'o'j'n
monaĥejon	monaĥ'ej'o'n
monaĥejestro	monaĥ'ej'estr'o
monaĥino	monaĥ'in'o
monaĥinoj	monaĥ'in'o'j
monaĥinojn	monaĥ'in'o'j'n
monaĥinejo	monaĥ'in'ej'o
monaĥinejoj	monaĥ'in'ej'o'j
monaĥinejon	monaĥ'in'ej'o'n
monaĥismo	monaĥ'ism'o
monako	monak'o
monakoj	monak'o'j
monakejo	monak'ej'o
monarĥa	monarĥ'a
monarĥo	monarĥ'o
monarĥio	monarĥ'i'o
monarĥion	monarĥ'i'o'n
monarko	monark'o
monarkoj	monark'o'j
monarkojn	monark'o'j'n
monarkon	monark'o'n
monarkia	monark'i'a
monarkian	monark'i'a'n
monarkio	monark'i'o
monarkioj	monark'i'o'j
monarkion	monark'i'o'n
monarkistoj	monark'ist'o'j
monastero	monaster'o
monata	monat'a
monataj	monat'a'j
monatajn	monat'a'j'n
monatan	monat'a'n
monate	monat'e
monato	monat'o
monatoj	monat'o'j
monatojn	monat'o'j'n
monaton	monat'o'n
monatfino	monat'fin'o
monda	mond'a
mondaj	mond'a'j
mondajn	mond'a'j'n
mondan	mond'a'n
monde	mond'e
mondo	mond'o
mondoj	mond'o'j
mondojn	mond'o'j'n
mondon	mond'o'n
mondaferoj	mond'afer'o'j
mondanoj	mond'an'o'j
mondbildo	mond'bild'o
mondcivitana	mond'civit'an'a
mondcivitano	mond'civit'an'o
mondcivitanoj	mond'civit'an'o'j
mondĉampiono	mond'ĉampion'o
mondĉampioneco	mond'ĉampion'ec'o
mondĉampionecoj	mond'ĉampion'ec'o'j
mondeco	mond'ec'o
mondeto	mond'et'o
mondfama	mond'fam'a
mondfamaj	mond'fam'a'j
mondfaman	mond'fam'a'n
mondfederisma	mond'feder'ism'a
mondfederismo	mond'feder'ism'o
mondfederistoj	mond'feder'ist'o'j
mondgvidantoj	mond'gvid'ant'o'j
mondhistorio	mond'histori'o
mondkonata	mond'kon'at'a
mondkonataj	mond'kon'at'a'j
mondkoncepto	mond'koncept'o
mondkonceptoj	mond'koncept'o'j
mondkoncepton	mond'koncept'o'n
mondkongreso	mond'kongres'o
mondkonsilantaro	mond'konsil'ant'ar'o
mondlingva	mond'lingv'a
mondlingvo	mond'lingv'o
mondlingvoj	mond'lingv'o'j
mondlingvon	mond'lingv'o'n
mondliteraturo	mond'literatur'o
mondloĝantaro	mond'loĝ'ant'ar'o
mondmapo	mond'map'o
mondmilito	mond'milit'o
mondmilitoj	mond'milit'o'j
mondmiliton	mond'milit'o'n
mondmuziko	mond'muzik'o
mondofino	mond'o'fin'o
mondolingvo	mond'o'lingv'o
mondomilito	mond'o'milit'o
mondomilitoj	mond'o'milit'o'j
mondoparto	mond'o'part'o
mondopartoj	mond'o'part'o'j
mondopartojn	mond'o'part'o'j'n
mondoregiono	mond'o'region'o
mondoregionoj	mond'o'region'o'j
mondordo	mond'ord'o
mondpaca	mond'pac'a
mondpaco	mond'pac'o
mondpacon	mond'pac'o'n
mondparto	mond'part'o
mondpartoj	mond'part'o'j
mondpercepto	mond'percept'o
mondpercepton	mond'percept'o'n
mondpokalo	mond'pokal'o
mondpokalon	mond'pokal'o'n
mondpotenco	mond'potenc'o
mondregado	mond'reg'ad'o
mondregistaro	mond'reg'ist'ar'o
mondregistaron	mond'reg'ist'ar'o'n
mondregiono	mond'region'o
mondregionoj	mond'region'o'j
mondrigardo	mond'rigard'o
mondrigardoj	mond'rigard'o'j
mondrigardon	mond'rigard'o'n
mondsistemo	mond'sistem'o
mondskala	mond'skal'a
mondskalan	mond'skal'a'n
mondskale	mond'skal'e
monduma	mond'um'a
mondumaj	mond'um'a'j
mondumo	mond'um'o
mondurbo	mond'urb'o
mondvarmiĝo	mond'varm'iĝ'o
mondvarmiĝon	mond'varm'iĝ'o'n
mondvasta	mond'vast'a
mondvastan	mond'vast'a'n
mondvaste	mond'vast'e
mondvojaĝo	mond'vojaĝ'o
monedo	moned'o
monedoj	moned'o'j
mongola	mongol'a
mongolaj	mongol'a'j
mongolajn	mongol'a'j'n
mongolan	mongol'a'n
mongolo	mongol'o
mongoloj	mongol'o'j
mongolojn	mongol'o'j'n
mongolio	mongol'i'o
mongolion	mongol'i'o'n
mongolnacieca	mongol'naci'ec'a
mongolujo	mongol'uj'o
monismo	monism'o
monitora	monitor'a
monitoraj	monitor'a'j
monitoras	monitor'as
monitori	monitor'i
monitoris	monitor'is
monitoro	monitor'o
monitorado	monitor'ad'o
monitoradon	monitor'ad'o'n
monitoranta	monitor'ant'a
monitorante	monitor'ant'e
monitorita	monitor'it'a
monitoritaj	monitor'it'a'j
monofonio	mono'foni'o
monomero	mono'mer'o
monomeroj	mono'mer'o'j
monooksido	mono'oksid'o
monorelo	mono'rel'o
monoreloj	mono'rel'o'j
monosakaridoj	mono'sakar'id'o'j
monofiletika	monofiletik'a
monogamio	monogami'o
monogamion	monogami'o'n
monografio	monografi'o
monografioj	monografi'o'j
monografion	monografi'o'n
monogramo	monogram'o
monoikaj	monoik'a'j
monokromata	monokromat'a
monokromataj	monokromat'a'j
monolita	monolit'a
monolitaj	monolit'a'j
monolitan	monolit'a'n
monolito	monolit'o
monologo	monolog'o
monologoj	monolog'o'j
monologojn	monolog'o'j'n
monologon	monolog'o'n
monomorfioj	monomorfi'o'j
monopola	monopol'a
monopolan	monopol'a'n
monopolo	monopol'o
monopoloj	monopol'o'j
monopolojn	monopol'o'j'n
monopolon	monopol'o'n
monopoligi	monopol'ig'i
monopoligis	monopol'ig'is
monopolisma	monopol'ism'a
monopolistoj	monopol'ist'o'j
monoteisma	monoteism'a
monoteismaj	monoteism'a'j
monoteismo	monoteism'o
monoteismon	monoteism'o'n
monotipa	monotip'a
monotona	monoton'a
monotonaj	monoton'a'j
monotonan	monoton'a'n
monotone	monoton'e
monotoneco	monoton'ec'o
monotonecon	monoton'ec'o'n
monsinjoro	monsinjor'o
monstra	monstr'a
monstraj	monstr'a'j
monstrajn	monstr'a'j'n
monstran	monstr'a'n
monstre	monstr'e
monstro	monstr'o
monstroj	monstr'o'j
monstrojn	monstr'o'j'n
monstron	monstr'o'n
monstraĵo	monstr'aĵ'o
monstraĵoj	monstr'aĵ'o'j
monta	mont'a
montaj	mont'a'j
montajn	mont'a'j'n
montan	mont'a'n
monte	mont'e
monto	mont'o
montoj	mont'o'j
montojn	mont'o'j'n
monton	mont'o'n
montana	mont'an'a
montano	mont'an'o
montanoj	mont'an'o'j
montara	mont'ar'a
montaraj	mont'ar'a'j
montarajn	mont'ar'a'j'n
montaran	mont'ar'a'n
montaro	mont'ar'o
montaroj	mont'ar'o'j
montarojn	mont'ar'o'j'n
montaron	mont'ar'o'n
montaranoj	mont'ar'an'o'j
montararbaroj	mont'ar'arb'ar'o'j
montarmasivo	mont'ar'masiv'o
montarbaroj	mont'arb'ar'o'j
montbiciklado	mont'bicikl'ad'o
montburgo	mont'burg'o
montĉeno	mont'ĉen'o
montdeklivo	mont'dekliv'o
montdeklivoj	mont'dekliv'o'j
montego	mont'eg'o
montegoj	mont'eg'o'j
montegon	mont'eg'o'n
monteta	mont'et'a
montetaj	mont'et'a'j
montetan	mont'et'a'n
monteto	mont'et'o
montetoj	mont'et'o'j
montetojn	mont'et'o'j'n
monteton	mont'et'o'n
montetaro	mont'et'ar'o
montetopinto	mont'et'o'pint'o
montfendoj	mont'fend'o'j
montgrimpado	mont'grimp'ad'o
montgrimpantoj	mont'grimp'ant'o'j
montkanto	mont'kant'o
montoĉeno	mont'o'ĉen'o
montoĉenoj	mont'o'ĉen'o'j
montodeklivo	mont'o'dekliv'o
montodeklivoj	mont'o'dekliv'o'j
montodorso	mont'o'dors'o
montoflanko	mont'o'flank'o
montoflankoj	mont'o'flank'o'j
montogrimpado	mont'o'grimp'ad'o
montopasejo	mont'o'pas'ej'o
montopinto	mont'o'pint'o
montopintoj	mont'o'pint'o'j
montopintojn	mont'o'pint'o'j'n
montopinton	mont'o'pint'o'n
montosupro	mont'o'supr'o
montosupron	mont'o'supr'o'n
montpasejo	mont'pas'ej'o
montpasejoj	mont'pas'ej'o'j
montpiedo	mont'pied'o
montpinto	mont'pint'o
montpintoj	mont'pint'o'j
montpinton	mont'pint'o'n
montregiono	mont'region'o
montregionoj	mont'region'o'j
montsupro	mont'supr'o
montvalo	mont'val'o
montvaloj	mont'val'o'j
montvojo	mont'voj'o
montana	montan'a
montano	montan'o
montanoj	montan'o'j
montekarlo	montekarl'o
montenegra	montenegr'a
montenegraj	montenegr'a'j
montenegro	montenegr'o
montenegron	montenegr'o'n
montenegranoj	montenegr'an'o'j
montero	monter'o
montevideo	montevide'o
montmartre	montmartr'e
montmartro	montmartr'o
montpeliero	montpelier'o
montra	montr'a
montraj	montr'a'j
montras	montr'as
montri	montr'i
montris	montr'is
montro	montr'o
montroj	montr'o'j
montron	montr'o'n
montros	montr'os
montru	montr'u
montrus	montr'us
montradis	montr'ad'is
montrado	montr'ad'o
montradoj	montr'ad'o'j
montradojn	montr'ad'o'j'n
montradon	montr'ad'o'n
montraĵo	montr'aĵ'o
montraĵoj	montr'aĵ'o'j
montranta	montr'ant'a
montrantaj	montr'ant'a'j
montrantajn	montr'ant'a'j'n
montrantan	montr'ant'a'n
montrante	montr'ant'e
montrata	montr'at'a
montrataj	montr'at'a'j
montratas	montr'at'as
montrebla	montr'ebl'a
montregi	montr'eg'i
montriĝas	montr'iĝ'as
montriĝi	montr'iĝ'i
montriĝis	montr'iĝ'is
montriĝo	montr'iĝ'o
montriĝos	montr'iĝ'os
montriĝu	montr'iĝ'u
montriĝus	montr'iĝ'us
montrilo	montr'il'o
montriloj	montr'il'o'j
montrilojn	montr'il'o'j'n
montrilon	montr'il'o'n
montrinta	montr'int'a
montrinte	montr'int'e
montrita	montr'it'a
montritaj	montr'it'a'j
montritajn	montr'it'a'j'n
montritan	montr'it'a'n
montrite	montr'it'e
montrofenestro	montr'o'fenestr'o
montrofenestroj	montr'o'fenestr'o'j
montrofenestron	montr'o'fenestr'o'n
montrofingro	montr'o'fingr'o
montrofingron	montr'o'fingr'o'n
montreala	montreal'a
montrealo	montreal'o
monumenta	monument'a
monumentaj	monument'a'j
monumentajn	monument'a'j'n
monumentan	monument'a'n
monumento	monument'o
monumentoj	monument'o'j
monumentojn	monument'o'j'n
monumenton	monument'o'n
monumentprotektita	monument'protekt'it'a
mopso	mops'o
mora	mor'a
moran	mor'a'n
more	mor'e
moro	mor'o
moroj	mor'o'j
morojn	mor'o'j'n
moron	mor'o'n
morao	mora'o
moraoj	mora'o'j
morala	moral'a
moralaj	moral'a'j
moralajn	moral'a'j'n
moralan	moral'a'n
morale	moral'e
moralo	moral'o
moraloj	moral'o'j
moralon	moral'o'n
moraleco	moral'ec'o
moralecon	moral'ec'o'n
moralfilozofio	moral'filozof'i'o
moralismo	moral'ism'o
moralisto	moral'ist'o
moralistoj	moral'ist'o'j
moralprediki	moral'predik'i
moralprincipoj	moral'princip'o'j
moratorio	moratori'o
moratorion	moratori'o'n
morava	morav'a
moravo	morav'o
moravia	morav'i'a
moraviaj	morav'i'a'j
moravio	morav'i'o
moravion	morav'i'o'n
morbilo	morbil'o
morda	mord'a
mordas	mord'as
mordi	mord'i
mordis	mord'is
mordo	mord'o
mordoj	mord'o'j
mordon	mord'o'n
mordos	mord'os
mordu	mord'u
mordus	mord'us
mordadis	mord'ad'is
mordado	mord'ad'o
mordaĵo	mord'aĵ'o
mordanta	mord'ant'a
mordante	mord'ant'e
mordanto	mord'ant'o
mordema	mord'em'a
mordeti	mord'et'i
mordetis	mord'et'is
mordita	mord'it'a
morditaj	mord'it'a'j
mordeĥajo	mordeĥaj'o
morena	moren'a
moreno	moren'o
morfeo	morfe'o
morfemo	morfem'o
morfemoj	morfem'o'j
morfemojn	morfem'o'j'n
morfemon	morfem'o'n
morfino	morfin'o
morfinon	morfin'o'n
morfologia	morfologi'a
morfologiaj	morfologi'a'j
morfologiajn	morfologi'a'j'n
morfologian	morfologi'a'n
morfologie	morfologi'e
morfologio	morfologi'o
morfologioj	morfologi'o'j
morfologion	morfologi'o'n
morgaŭ	morgaŭ
morgaŭa	morgaŭ'a
morgaŭaj	morgaŭ'a'j
morgaŭan	morgaŭ'a'n
morgaŭe	morgaŭ'e
morgaŭo	morgaŭ'o
morgaŭon	morgaŭ'o'n
mormona	mormon'a
mormonaj	mormon'a'j
mormono	mormon'o
mormonoj	mormon'o'j
mormonismo	mormon'ism'o
morna	morn'a
mornaj	morn'a'j
mornan	morn'a'n
morne	morn'e
moroza	moroz'a
morsa	mors'a
morse	mors'e
morso	mors'o
morta	mort'a
mortaj	mort'a'j
mortajn	mort'a'j'n
mortan	mort'a'n
mortas	mort'as
morte	mort'e
morti	mort'i
mortis	mort'is
morto	mort'o
mortoj	mort'o'j
mortojn	mort'o'j'n
morton	mort'o'n
mortos	mort'os
mortu	mort'u
mortus	mort'us
mortadis	mort'ad'is
mortado	mort'ad'o
mortanta	mort'ant'a
mortantaj	mort'ant'a'j
mortantan	mort'ant'a'n
mortante	mort'ant'e
mortanto	mort'ant'o
mortantoj	mort'ant'o'j
mortbatas	mort'bat'as
mortbati	mort'bat'i
mortbatis	mort'bat'is
mortbatos	mort'bat'os
morteco	mort'ec'o
mortecon	mort'ec'o'n
mortema	mort'em'a
mortemaj	mort'em'a'j
morteman	mort'em'a'n
mortemulo	mort'em'ul'o
mortemuloj	mort'em'ul'o'j
mortenketo	mort'enket'o
mortipovuloj	mort'i'pov'ul'o'j
mortiga	mort'ig'a
mortigaj	mort'ig'a'j
mortigajn	mort'ig'a'j'n
mortigan	mort'ig'a'n
mortigas	mort'ig'as
mortige	mort'ig'e
mortigi	mort'ig'i
mortigis	mort'ig'is
mortigo	mort'ig'o
mortigoj	mort'ig'o'j
mortigojn	mort'ig'o'j'n
mortigon	mort'ig'o'n
mortigos	mort'ig'os
mortigu	mort'ig'u
mortigus	mort'ig'us
mortigadis	mort'ig'ad'is
mortigado	mort'ig'ad'o
mortiganta	mort'ig'ant'a
mortigante	mort'ig'ant'e
mortiganto	mort'ig'ant'o
mortigata	mort'ig'at'a
mortigataj	mort'ig'at'a'j
mortiginta	mort'ig'int'a
mortiginte	mort'ig'int'e
mortiginto	mort'ig'int'o
mortigisto	mort'ig'ist'o
mortigita	mort'ig'it'a
mortigitaj	mort'ig'it'a'j
mortigitajn	mort'ig'it'a'j'n
mortigitis	mort'ig'it'is
mortigito	mort'ig'it'o
mortigitoj	mort'ig'it'o'j
mortiĝas	mort'iĝ'as
mortiĝi	mort'iĝ'i
mortiĝis	mort'iĝ'is
mortiĝo	mort'iĝ'o
mortiĝoj	mort'iĝ'o'j
mortindico	mort'indic'o
mortinta	mort'int'a
mortintaj	mort'int'a'j
mortintajn	mort'int'a'j'n
mortintan	mort'int'a'n
mortintas	mort'int'as
mortinte	mort'int'e
mortinto	mort'int'o
mortintoj	mort'int'o'j
mortintojn	mort'int'o'j'n
mortinton	mort'int'o'n
mortintus	mort'int'us
mortintino	mort'int'in'o
mortintinon	mort'int'in'o'n
mortintotuko	mort'int'o'tuk'o
mortita	mort'it'a
mortitaj	mort'it'a'j
mortkondamnis	mort'kondamn'is
mortkondamno	mort'kondamn'o
mortkondamnon	mort'kondamn'o'n
mortkondamnita	mort'kondamn'it'a
mortlito	mort'lit'o
mortmemoro	mort'memor'o
mortnombro	mort'nombr'o
mortokaŭzo	mort'o'kaŭz'o
mortokaŭzoj	mort'o'kaŭz'o'j
mortokaŭzon	mort'o'kaŭz'o'n
mortokondamno	mort'o'kondamn'o
mortokvanto	mort'o'kvant'o
mortolito	mort'o'lit'o
mortoprocentaĵo	mort'o'procent'aĵ'o
mortoprocentaĵoj	mort'o'procent'aĵ'o'j
mortopuno	mort'o'pun'o
mortopunon	mort'o'pun'o'n
mortotimo	mort'o'tim'o
mortotuko	mort'o'tuk'o
mortofteco	mort'oft'ec'o
mortoftecoj	mort'oft'ec'o'j
mortonta	mort'ont'a
mortontaj	mort'ont'a'j
mortonte	mort'ont'e
mortonto	mort'ont'o
mortontoj	mort'ont'o'j
mortpafas	mort'paf'as
mortpafi	mort'paf'i
mortpafis	mort'paf'is
mortpafos	mort'paf'os
mortpafita	mort'paf'it'a
mortpafitaj	mort'paf'it'a'j
mortpiki	mort'pik'i
mortpuno	mort'pun'o
mortpunon	mort'pun'o'n
mortula	mort'ul'a
mortulo	mort'ul'o
mortuloj	mort'ul'o'j
mortero	morter'o
morteroj	morter'o'j
morteron	morter'o'n
mortezo	mortez'o
moruo	moru'o
moruoj	moru'o'j
morusarboj	morus'arb'o'j
morvan	morv'a'n
moska	mosk'a
mosko	mosk'o
moskulo	mosk'ul'o
moskeo	moske'o
moskeoj	moske'o'j
moskeojn	moske'o'j'n
moskeon	moske'o'n
moskito	moskit'o
moskitoj	moskit'o'j
moskitojn	moskit'o'j'n
moskva	moskv'a
moskvaj	moskv'a'j
moskvan	moskv'a'n
moskvo	moskv'o
moskvon	moskv'o'n
moskvano	moskv'an'o
moskvanoj	moskv'an'o'j
mosta	most'a
mosto	most'o
moŝta	moŝt'a
moŝto	moŝt'o
moŝtoj	moŝt'o'j
moŝton	moŝt'o'n
moŝtino	moŝt'in'o
moŝtuloj	moŝt'ul'o'j
moto	mot'o
motoj	mot'o'j
moton	mot'o'n
moteto	mot'et'o
motetoj	mot'et'o'j
motacilo	motacil'o
motaciloj	motacil'o'j
motelo	motel'o
moteto	motet'o
motetoj	motet'o'j
motiva	motiv'a
motivas	motiv'as
motivi	motiv'i
motivis	motiv'is
motivo	motiv'o
motivoj	motiv'o'j
motivojn	motiv'o'j'n
motivon	motiv'o'n
motivado	motiv'ad'o
motivigas	motiv'ig'as
motivigi	motiv'ig'i
motivigis	motiv'ig'is
motivigo	motiv'ig'o
motivigoj	motiv'ig'o'j
motivigon	motiv'ig'o'n
motivigita	motiv'ig'it'a
motivigitaj	motiv'ig'it'a'j
motiviĝo	motiv'iĝ'o
motivita	motiv'it'a
motivitaj	motiv'it'a'j
motora	motor'a
motoraj	motor'a'j
motorajn	motor'a'j'n
motoran	motor'a'n
motoro	motor'o
motoroj	motor'o'j
motorojn	motor'o'j'n
motoron	motor'o'n
motorbiciklo	motor'bicikl'o
motorbiciklon	motor'bicikl'o'n
motorboato	motor'boat'o
motorboatoj	motor'boat'o'j
motorcikla	motor'cikl'a
motorciklo	motor'cikl'o
motorcikloj	motor'cikl'o'j
motorciklojn	motor'cikl'o'j'n
motorciklon	motor'cikl'o'n
motorciklistoj	motor'cikl'ist'o'j
motordezajno	motor'dezajn'o
motorizita	motor'iz'it'a
motorizitaj	motor'iz'it'a'j
motorizitan	motor'iz'it'a'n
motorkontrolo	motor'kontrol'o
motorkortekso	motor'korteks'o
motorpaneo	motor'pane'o
motorrapideco	motor'rapid'ec'o
motortrajnoj	motor'trajn'o'j
motorveturilo	motor'vetur'il'o
motorveturiloj	motor'vetur'il'o'j
mova	mov'a
movaj	mov'a'j
movajn	mov'a'j'n
movan	mov'a'n
movas	mov'as
movi	mov'i
movis	mov'is
movo	mov'o
movoj	mov'o'j
movojn	mov'o'j'n
movon	mov'o'n
movos	mov'os
movu	mov'u
movus	mov'us
movada	mov'ad'a
movadaj	mov'ad'a'j
movadajn	mov'ad'a'j'n
movadan	mov'ad'a'n
movade	mov'ad'e
movadis	mov'ad'is
movado	mov'ad'o
movadoj	mov'ad'o'j
movadojn	mov'ad'o'j'n
movadon	mov'ad'o'n
movadano	mov'ad'an'o
movadanoj	mov'ad'an'o'j
movadeca	mov'ad'ec'a
movadestroj	mov'ad'estr'o'j
movanta	mov'ant'a
movantaj	mov'ant'a'j
movantajn	mov'ant'a'j'n
movantan	mov'ant'a'n
movante	mov'ant'e
movaparato	mov'aparat'o
movata	mov'at'a
movataj	mov'at'a'j
movbilda	mov'bild'a
movebla	mov'ebl'a
moveblaj	mov'ebl'a'j
moveblajn	mov'ebl'a'j'n
moveblan	mov'ebl'a'n
movebleco	mov'ebl'ec'o
movetis	mov'et'is
movforto	mov'fort'o
movforton	mov'fort'o'n
movigas	mov'ig'as
movigi	mov'ig'i
moviĝas	mov'iĝ'as
moviĝi	mov'iĝ'i
moviĝis	mov'iĝ'is
moviĝo	mov'iĝ'o
moviĝoj	mov'iĝ'o'j
moviĝojn	mov'iĝ'o'j'n
moviĝon	mov'iĝ'o'n
moviĝos	mov'iĝ'os
moviĝu	mov'iĝ'u
moviĝus	mov'iĝ'us
moviĝadis	mov'iĝ'ad'is
moviĝado	mov'iĝ'ad'o
moviĝanta	mov'iĝ'ant'a
moviĝantaj	mov'iĝ'ant'a'j
moviĝantajn	mov'iĝ'ant'a'j'n
moviĝantan	mov'iĝ'ant'a'n
moviĝante	mov'iĝ'ant'e
moviĝeblo	mov'iĝ'ebl'o
moviĝeblon	mov'iĝ'ebl'o'n
moviĝema	mov'iĝ'em'a
moviĝemaj	mov'iĝ'em'a'j
moviĝemajn	mov'iĝ'em'a'j'n
moviĝeman	mov'iĝ'em'a'n
moviĝemo	mov'iĝ'em'o
moviĝemon	mov'iĝ'em'o'n
movinte	mov'int'e
movita	mov'it'a
movitaj	mov'it'a'j
movitajn	mov'it'a'j'n
movitan	mov'it'a'n
movite	mov'it'e
movkapablo	mov'kapabl'o
movmalkapablo	mov'mal'kapabl'o
movmalsano	mov'mal'san'o
movoforton	mov'o'fort'o'n
movokvanto	mov'o'kvant'o
movokvanton	mov'o'kvant'o'n
movoplena	mov'o'plen'a
movimento	moviment'o
movimentoj	moviment'o'j
movimentojn	moviment'o'j'n
movimenton	moviment'o'n
mozo	moz'o
mozaika	mozaik'a
mozaiko	mozaik'o
mozaikoj	mozaik'o'j
mozaikojn	mozaik'o'j'n
mozaikon	mozaik'o'n
mozambika	mozambik'a
mozambiko	mozambik'o
mozaraboj	mozarab'o'j
mozarto	mozart'o
mozelo	mozel'o
mozio	mozi'o
mucida	mucid'a
muela	muel'a
muelas	muel'as
mueli	muel'i
muelis	muel'is
muelado	muel'ad'o
muelante	muel'ant'e
muelejo	muel'ej'o
muelejoj	muel'ej'o'j
muelejojn	muel'ej'o'j'n
muelejon	muel'ej'o'n
muelilo	muel'il'o
mueliloj	muel'il'o'j
muelilojn	muel'il'o'j'n
muelisto	muel'ist'o
muelistoj	muel'ist'o'j
muelita	muel'it'a
muelitaj	muel'it'a'j
muelitan	muel'it'a'n
muelŝtonoj	muel'ŝton'o'j
muezino	muezin'o
muftio	mufti'o
muĝas	muĝ'as
muĝi	muĝ'i
muĝis	muĝ'is
muĝo	muĝ'o
muĝon	muĝ'o'n
muĝado	muĝ'ad'o
muĝadon	muĝ'ad'o'n
muĝanta	muĝ'ant'a
muĝante	muĝ'ant'e
muka	muk'a
muko	muk'o
mukon	muk'o'n
mukoviskozeco	muk'o'viskoz'ec'o
mukoza	mukoz'a
mukozaj	mukoz'a'j
mukozo	mukoz'o
mukozoj	mukoz'o'j
mula	mul'a
mulan	mul'a'n
mulo	mul'o
muloj	mul'o'j
mulon	mul'o'n
mulaoj	mula'o'j
mulato	mulat'o
mulatoj	mulat'o'j
muldi	muld'i
muldis	muld'is
muldado	muld'ad'o
muldebla	muld'ebl'a
muldilo	muld'il'o
muldiloj	muld'il'o'j
muldilon	muld'il'o'n
muldita	muld'it'a
mulditaj	muld'it'a'j
multa	mult'a
multaj	mult'a'j
multajn	mult'a'j'n
multan	mult'a'n
multas	mult'as
multe	mult'e
multi	mult'i
multis	mult'is
multo	mult'o
multoj	mult'o'j
multojn	mult'o'j'n
multon	mult'o'n
multĉela	mult'ĉel'a
multĉelaj	mult'ĉel'a'j
multefoje	mult'e'foj'e
multekosta	mult'e'kost'a
multekostaj	mult'e'kost'a'j
multekostajn	mult'e'kost'a'j'n
multekostan	mult'e'kost'a'n
multekostas	mult'e'kost'as
multekoste	mult'e'kost'e
multekosteco	mult'e'kost'ec'o
multekuirilo	mult'e'kuir'il'o
multenombra	mult'e'nombr'a
multenombraj	mult'e'nombr'a'j
multenombrajn	mult'e'nombr'a'j'n
multenombran	mult'e'nombr'a'n
multenombre	mult'e'nombr'e
multenombro	mult'e'nombr'o
multenombron	mult'e'nombr'o'n
multeco	mult'ec'o
multecon	mult'ec'o'n
multega	mult'eg'a
multegaj	mult'eg'a'j
multegajn	mult'eg'a'j'n
multegan	mult'eg'a'n
multege	mult'eg'e
multego	mult'eg'o
multegon	mult'eg'o'n
multetaĝaj	mult'etaĝ'a'j
multetna	mult'etn'a
multfaceta	mult'fac'et'a
multfacetaj	mult'fac'et'a'j
multfacetajn	mult'fac'et'a'j'n
multfacetan	mult'fac'et'a'n
multfacete	mult'fac'et'e
multfacetita	mult'fac'et'it'a
multfaka	mult'fak'a
multflanka	mult'flank'a
multflankaj	mult'flank'a'j
multflankan	mult'flank'a'n
multflanke	mult'flank'e
multflankeco	mult'flank'ec'o
multfoja	mult'foj'a
multfojaj	mult'foj'a'j
multfoje	mult'foj'e
multforma	mult'form'a
multidisciplina	mult'i'disciplin'a
multidisciplinaj	mult'i'disciplin'a'j
multidisciplinan	mult'i'disciplin'a'n
multiludanto	mult'i'lud'ant'o
multimodala	mult'i'modal'a
multimodaleco	mult'i'modal'ec'o
multigas	mult'ig'as
multigi	mult'ig'i
multigis	mult'ig'is
multigo	mult'ig'o
multigos	mult'ig'os
multigu	mult'ig'u
multigado	mult'ig'ad'o
multiĝas	mult'iĝ'as
multiĝi	mult'iĝ'i
multiĝis	mult'iĝ'is
multiĝo	mult'iĝ'o
multiĝos	mult'iĝ'os
multiĝu	mult'iĝ'u
multjara	mult'jar'a
multjaraj	mult'jar'a'j
multjarajn	mult'jar'a'j'n
multjaran	mult'jar'a'n
multjare	mult'jar'e
multjarcenta	mult'jar'cent'a
multkolora	mult'kolor'a
multkoloraj	mult'kolor'a'j
multkolorajn	mult'kolor'a'j'n
multkoloran	mult'kolor'a'n
multkosta	mult'kost'a
multkostaj	mult'kost'a'j
multkultura	mult'kultur'a
multkulturaj	mult'kultur'a'j
